Country Code,1969_domestic_credit_provided_by_financial_sector_(%_of_GDP),1969_domestic_credit_to_private_sector_(%_of_GDP),1969_foreign_direct_investment_net_inflows_(%_of_GDP),1969_foreign_direct_investment_net_outflows_(%_of_GDP),1969_mutual_fund_assets_to_GDP_(%),1969_investments_financed_by_equity_or_stock_sales_(%),1969_stock_market_capitalization_to_GDP_(%),1969_stock_market_return_(%_year-on-year),1969_stock_market_total_value_traded_to_GDP_(%),1969_stock_market_turnover_ratio_(%),1969_stock_price_volatility,1969_bank_concentration_(%),1969_gross_portfolio_debt_assets_to_GDP_(%)
AFG,,,,,..,..,..,..,..,..,..,..,..
ALB,,,,,..,..,..,..,..,..,..,..,..
DZA,,,,,..,..,..,..,..,..,..,..,..
AND,,,,,..,..,..,..,..,..,..,..,..
AGO,,,,,..,..,..,..,..,..,..,..,..
ATG,,,,,..,..,..,..,..,..,..,..,..
ARG,,,,,..,..,..,..,..,..,..,..,..
ARM,,,,,..,..,..,..,..,..,..,..,..
ABW,,,,,..,..,..,..,..,..,..,..,..
AUS,,,,,..,..,..,9.23882,..,..,..,..,..
AUT,,,,,..,..,..,..,..,..,..,..,..
AZE,,,,,..,..,..,..,..,..,..,..,..
BHS,,,,,..,..,..,..,..,..,..,..,..
BHR,,,,,..,..,..,..,..,..,..,..,..
BGD,,,,,..,..,..,..,..,..,..,..,..
BRB,,,,,..,..,..,..,..,..,..,..,..
BLR,,,,,..,..,..,..,..,..,..,..,..
BEL,,,,,..,..,..,..,..,..,..,..,..
BLZ,,,,,..,..,..,..,..,..,..,..,..
BEN,,,,,..,..,..,..,..,..,..,..,..
BMU,,,,,..,..,..,..,..,..,..,..,..
BTN,,,,,..,..,..,..,..,..,..,..,..
BOL,,,,,..,..,..,..,..,..,..,..,..
BIH,,,,,..,..,..,..,..,..,..,..,..
BWA,,,,,..,..,..,..,..,..,..,..,..
BRA,,,,,..,..,..,..,..,..,..,..,..
BRN,,,,,..,..,..,..,..,..,..,..,..
BGR,,,,,..,..,..,..,..,..,..,..,..
BFA,,,,,..,..,..,..,..,..,..,..,..
BDI,,,,,..,..,..,..,..,..,..,..,..
CPV,,,,,..,..,..,..,..,..,..,..,..
KHM,,,,,..,..,..,..,..,..,..,..,..
CMR,,,,,..,..,..,..,..,..,..,..,..
CAN,,,,,..,..,..,11.3136,..,..,..,..,..
CYM,,,,,..,..,..,..,..,..,..,..,..
CAF,,,,,..,..,..,..,..,..,..,..,..
TCD,,,,,..,..,..,..,..,..,..,..,..
CHI,,,,,..,..,..,..,..,..,..,..,..
CHL,,,,,..,..,..,..,..,..,..,..,..
CHN,,,,,..,..,..,..,..,..,..,..,..
COL,,,,,..,..,..,..,..,..,..,..,..
COM,,,,,..,..,..,..,..,..,..,..,..
COD,,,,,..,..,..,..,..,..,..,..,..
COG,,,,,..,..,..,..,..,..,..,..,..
CRI,,,,,..,..,..,..,..,..,..,..,..
CIV,,,,,..,..,..,..,..,..,..,..,..
HRV,,,,,..,..,..,..,..,..,..,..,..
CUB,,,,,..,..,..,..,..,..,..,..,..
CUW,,,,,..,..,..,..,..,..,..,..,..
CYP,,,,,..,..,..,..,..,..,..,..,..
CZE,,,,,..,..,..,..,..,..,..,..,..
DNK,,,,,..,..,..,..,..,..,..,..,..
DJI,,,,,..,..,..,..,..,..,..,..,..
DMA,,,,,..,..,..,..,..,..,..,..,..
DOM,,,,,..,..,..,..,..,..,..,..,..
ECU,,,,,..,..,..,..,..,..,..,..,..
EGY,,,,,..,..,..,..,..,..,..,..,..
SLV,,,,,..,..,..,..,..,..,..,..,..
GNQ,,,,,..,..,..,..,..,..,..,..,..
ERI,,,,,..,..,..,..,..,..,..,..,..
EST,,,,,..,..,..,..,..,..,..,..,..
SWZ,,,,,..,..,..,..,..,..,..,..,..
ETH,,,,,..,..,..,..,..,..,..,..,..
FRO,,,,,..,..,..,..,..,..,..,..,..
FJI,,,,,..,..,..,..,..,..,..,..,..
FIN,,,,,..,..,..,..,..,..,..,..,..
FRA,,,,,..,..,..,..,..,..,..,..,..
PYF,,,,,..,..,..,..,..,..,..,..,..
GAB,,,,,..,..,..,..,..,..,..,..,..
GMB,,,,,..,..,..,..,..,..,..,..,..
GEO,,,,,..,..,..,..,..,..,..,..,..
DEU,,,,,..,..,..,..,..,..,..,..,..
GHA,,,,,..,..,..,..,..,..,..,..,..
GIB,,,,,..,..,..,..,..,..,..,..,..
GRC,,,,,..,..,..,..,..,..,..,..,..
GRL,,,,,..,..,..,..,..,..,..,..,..
GRD,,,,,..,..,..,..,..,..,..,..,..
GUM,,,,,..,..,..,..,..,..,..,..,..
GTM,,,,,..,..,..,..,..,..,..,..,..
GIN,,,,,..,..,..,..,..,..,..,..,..
GNB,,,,,..,..,..,..,..,..,..,..,..
GUY,,,,,..,..,..,..,..,..,..,..,..
HTI,,,,,..,..,..,..,..,..,..,..,..
HND,,,,,..,..,..,..,..,..,..,..,..
HKG,,,,,..,..,..,80.4571,..,..,..,..,..
HUN,,,,,..,..,..,..,..,..,..,..,..
ISL,,,,,..,..,..,..,..,..,..,..,..
IND,,,,,..,..,..,..,..,..,..,..,..
IDN,,,,,..,..,..,..,..,..,..,..,..
IRN,,,,,..,..,..,..,..,..,..,..,..
IRQ,,,,,..,..,..,..,..,..,..,..,..
IRL,,,,,..,..,..,..,..,..,..,..,..
IMN,,,,,..,..,..,..,..,..,..,..,..
ISR,,,,,..,..,..,..,..,..,..,..,..
ITA,,,,,..,..,..,..,..,..,..,..,..
JAM,,,,,..,..,..,..,..,..,..,..,..
JPN,,,,,..,..,..,26.9371,..,..,11.8401,..,..
JOR,,,,,..,..,..,..,..,..,..,..,..
KAZ,,,,,..,..,..,..,..,..,..,..,..
KEN,,,,,..,..,..,..,..,..,..,..,..
KIR,,,,,..,..,..,..,..,..,..,..,..
PRK,,,,,..,..,..,..,..,..,..,..,..
KOR,,,,,..,..,..,..,..,..,..,..,..
XKX,,,,,..,..,..,..,..,..,..,..,..
KWT,,,,,..,..,..,..,..,..,..,..,..
KGZ,,,,,..,..,..,..,..,..,..,..,..
LAO,,,,,..,..,..,..,..,..,..,..,..
LVA,,,,,..,..,..,..,..,..,..,..,..
LBN,,,,,..,..,..,..,..,..,..,..,..
LSO,,,,,..,..,..,..,..,..,..,..,..
LBR,,,,,..,..,..,..,..,..,..,..,..
LBY,,,,,..,..,..,..,..,..,..,..,..
LIE,,,,,..,..,..,..,..,..,..,..,..
LTU,,,,,..,..,..,..,..,..,..,..,..
LUX,,,,,..,..,..,..,..,..,..,..,..
MAC,,,,,..,..,..,..,..,..,..,..,..
MDG,,,,,..,..,..,..,..,..,..,..,..
MWI,,,,,..,..,..,..,..,..,..,..,..
MYS,,,,,..,..,..,..,..,..,..,..,..
MDV,,,,,..,..,..,..,..,..,..,..,..
MLI,,,,,..,..,..,..,..,..,..,..,..
MLT,,,,,..,..,..,..,..,..,..,..,..
MHL,,,,,..,..,..,..,..,..,..,..,..
MRT,,,,,..,..,..,..,..,..,..,..,..
MUS,,,,,..,..,..,..,..,..,..,..,..
MEX,,,,,..,..,..,..,..,..,..,..,..
FSM,,,,,..,..,..,..,..,..,..,..,..
MDA,,,,,..,..,..,..,..,..,..,..,..
MCO,,,,,..,..,..,..,..,..,..,..,..
MNG,,,,,..,..,..,..,..,..,..,..,..
MNE,,,,,..,..,..,..,..,..,..,..,..
MAR,,,,,..,..,..,..,..,..,..,..,..
MOZ,,,,,..,..,..,..,..,..,..,..,..
MMR,,,,,..,..,..,..,..,..,..,..,..
NAM,,,,,..,..,..,..,..,..,..,..,..
NRU,,,,,..,..,..,..,..,..,..,..,..
NPL,,,,,..,..,..,..,..,..,..,..,..
NLD,,,,,..,..,..,..,..,..,..,..,..
NCL,,,,,..,..,..,..,..,..,..,..,..
NZL,,,,,..,..,..,..,..,..,..,..,..
NIC,,,,,..,..,..,..,..,..,..,..,..
NER,,,,,..,..,..,..,..,..,..,..,..
NGA,,,,,..,..,..,..,..,..,..,..,..
MKD,,,,,..,..,..,..,..,..,..,..,..
NOR,,,,,..,..,..,..,..,..,..,..,..
OMN,,,,,..,..,..,..,..,..,..,..,..
PAK,,,,,..,..,..,..,..,..,..,..,..
PLW,,,,,..,..,..,..,..,..,..,..,..
PAN,,,,,..,..,..,..,..,..,..,..,..
PNG,,,,,..,..,..,..,..,..,..,..,..
PRY,,,,,..,..,..,..,..,..,..,..,..
PER,,,,,..,..,..,..,..,..,..,..,..
PHL,,,,,..,..,..,..,..,..,..,..,..
POL,,,,,..,..,..,..,..,..,..,..,..
PRT,,,,,..,..,..,..,..,..,..,..,..
PRI,,,,,..,..,..,..,..,..,..,..,..
QAT,,,,,..,..,..,..,..,..,..,..,..
ROU,,,,,..,..,..,..,..,..,..,..,..
RUS,,,,,..,..,..,..,..,..,..,..,..
RWA,,,,,..,..,..,..,..,..,..,..,..
WSM,,,,,..,..,..,..,..,..,..,..,..
SMR,,,,,..,..,..,..,..,..,..,..,..
STP,,,,,..,..,..,..,..,..,..,..,..
SAU,,,,,..,..,..,..,..,..,..,..,..
SEN,,,,,..,..,..,..,..,..,..,..,..
SRB,,,,,..,..,..,..,..,..,..,..,..
SYC,,,,,..,..,..,..,..,..,..,..,..
SLE,,,,,..,..,..,..,..,..,..,..,..
SGP,,,,,..,..,..,..,..,..,..,..,..
SXM,,,,,..,..,..,..,..,..,..,..,..
SVK,,,,,..,..,..,..,..,..,..,..,..
SVN,,,,,..,..,..,..,..,..,..,..,..
SLB,,,,,..,..,..,..,..,..,..,..,..
SOM,,,,,..,..,..,..,..,..,..,..,..
ZAF,,,,,..,..,..,..,..,..,..,..,..
SSD,,,,,..,..,..,..,..,..,..,..,..
ESP,,,,,..,..,..,..,..,..,..,..,..
LKA,,,,,..,..,..,..,..,..,..,..,..
KNA,,,,,..,..,..,..,..,..,..,..,..
LCA,,,,,..,..,..,..,..,..,..,..,..
VCT,,,,,..,..,..,..,..,..,..,..,..
SDN,,,,,..,..,..,..,..,..,..,..,..
SUR,,,,,..,..,..,..,..,..,..,..,..
SWE,,,,,..,..,..,..,..,..,..,..,..
CHE,,,,,..,..,..,..,..,..,..,..,..
SYR,,,,,..,..,..,..,..,..,..,..,..
TWN,,,,,..,..,..,..,..,..,..,..,..
TJK,,,,,..,..,..,..,..,..,..,..,..
TZA,,,,,..,..,..,..,..,..,..,..,..
THA,,,,,..,..,..,..,..,..,..,..,..
TLS,,,,,..,..,..,..,..,..,..,..,..
TGO,,,,,..,..,..,..,..,..,..,..,..
TON,,,,,..,..,..,..,..,..,..,..,..
TTO,,,,,..,..,..,..,..,..,..,..,..
TUN,,,,,..,..,..,..,..,..,..,..,..
TUR,,,,,..,..,..,..,..,..,..,..,..
TKM,,,,,..,..,..,..,..,..,..,..,..
TCA,,,,,..,..,..,..,..,..,..,..,..
TUV,,,,,..,..,..,..,..,..,..,..,..
UGA,,,,,..,..,..,..,..,..,..,..,..
UKR,,,,,..,..,..,..,..,..,..,..,..
ARE,,,,,..,..,..,..,..,..,..,..,..
GBR,,,,,..,..,..,-0.571113,..,..,..,..,..
USA,,,,,..,..,..,-0.606931,..,..,9.15788,..,..
URY,,,,,..,..,..,..,..,..,..,..,..
UZB,,,,,..,..,..,..,..,..,..,..,..
VUT,,,,,..,..,..,..,..,..,..,..,..
VEN,,,,,..,..,..,..,..,..,..,..,..
VNM,,,,,..,..,..,..,..,..,..,..,..
VIR,,,,,..,..,..,..,..,..,..,..,..
PSE,,,,,..,..,..,..,..,..,..,..,..
YEM,,,,,..,..,..,..,..,..,..,..,..
ZMB,,,,,..,..,..,..,..,..,..,..,..
ZWE,,,,,..,..,..,..,..,..,..,..,..
